date,action,long_strike,short_strike,expiry,contracts,net_premium,spy_price,regime,scale,long_iv,short_iv,old_expiry,close_proceeds,premium_paid,net_pnl
2018-07-05,ENTER,231.0,207.0,2018-08-04,74111.0,6505545.867865777,243.0906524658203,normal,1.0,0.1683140670691155,0.20526325587710434,,,,
2018-07-30,ENTER,237.0,214.0,2018-08-29,68096.0,5412196.167409689,249.1787872314453,normal,1.0,0.1600242513093476,0.19293033740274373,,,,
2018-07-30,ROLL,,,,,,,normal,,,,2018-08-04,410.0551015647658,,
2018-08-24,ENTER,243.0,228.0,2018-09-23,73349.0,2924918.2652136814,255.90780639648438,normal,1.0,0.135019121737142,0.15258892854282063,,,,
2018-08-24,ROLL,,,,,,,normal,,,,2018-08-29,8.538216304171234,,
2018-09-18,ENTER,246.0,228.0,2018-10-18,70153.0,3751303.9860126586,258.93408203125,bull,1.0,0.14387198455713993,0.1660996441259972,,,,
2018-09-18,ROLL,,,,,,,bull,,,,2018-09-23,727.8552534005436,,
2018-10-15,ENTER,233.0,209.0,2018-11-14,70396.0,15327627.625454685,245.34446716308594,bull,1.0,0.23979257983725843,0.2918826117816218,,,,
2018-10-15,ROLL,,,,,,,bull,,,,2018-10-18,13352230.932013296,,
2018-11-08,MONETIZE,233.0,209.0,,70396.0,,250.7985382080078,crisis,,,,,14047.845602610287,15327627.625454685,-15313579.779852074
2019-03-14,ENTER,240.0,220.0,2019-04-13,65511.0,4022152.1669984194,252.85670471191406,normal,1.0,0.15216040387867782,0.17885537022212133,,,,
2019-04-08,ENTER,248.0,228.0,2019-05-08,63853.0,3967788.593446628,260.86260986328125,normal,1.0,0.1480469847495426,0.17330932555047884,,,,
2019-04-08,ROLL,,,,,,,normal,,,,2019-04-13,16.51880359718514,,
2019-05-03,ENTER,252.0,233.0,2019-06-02,69410.0,3687215.651368056,265.59588623046875,normal,1.0,0.14517035080663132,0.168187466912071,,,,
2019-05-03,ROLL,,,,,,,normal,,,,2019-05-08,251.01253953837386,,
2019-05-28,ENTER,240.0,215.0,2019-06-27,71865.0,9742328.265077803,253.05812072753906,normal,1.0,0.19757558118711188,0.2407968748134544,,,,
2019-05-28,ROLL,,,,,,,normal,,,,2019-06-02,9411355.564599188,,
2019-06-24,ENTER,253.0,227.0,2019-07-24,67863.0,6674616.285303482,266.5336608886719,normal,1.0,0.17197129948462087,0.2091861074754601,,,,
2019-06-24,ROLL,,,,,,,normal,,,,2019-06-27,0.0025591308083472496,,
2019-07-19,ENTER,256.0,231.0,2019-08-18,64762.0,5371343.361361376,269.73779296875,bull,1.0,0.16289848473716578,0.1963800773726261,,,,
2019-07-19,ROLL,,,,,,,bull,,,,2019-07-24,3894.67270323811,,
2019-08-13,ENTER,252.0,226.0,2019-09-12,62478.0,9062115.29783249,265.5442810058594,bull,1.0,0.19754042118630463,0.24042593493916584,,,,
2019-08-13,ROLL,,,,,,,bull,,,,2019-08-18,670765.6871398448,,
2019-09-09,ENTER,257.0,230.0,2019-10-09,60244.0,6094164.937369214,270.6727600097656,bull,1.0,0.1719835558430761,0.2100636897918061,,,,
2019-09-09,ROLL,,,,,,,bull,,,,2019-09-12,24.040731921763342,,
2019-09-19,MONETIZE,257.0,230.0,,60244.0,,273.28680419921875,bear,,,,,817891.9735823038,6094164.937369214,-5276272.96378691
2019-11-21,ENTER,269.0,247.0,2019-12-21,65445.0,4371281.83093419,282.9290466308594,bull,1.0,0.14746030414298442,0.17298436881574966,,,,
2019-12-16,ENTER,277.0,258.0,2020-01-15,65153.0,3326466.1095278733,291.3457336425781,bull,1.0,0.1363441476881147,0.15613678820160007,,,,
2019-12-16,ROLL,,,,,,,bull,,,,2019-12-21,5.861293713413141,,
2020-01-10,ENTER,284.0,263.0,2020-02-09,63127.0,3906537.0962568424,298.4686584472656,bull,1.0,0.14082162633848647,0.16291439449098669,,,,
2020-01-10,ROLL,,,,,,,bull,,,,2020-01-15,45.94849128389038,,
2020-02-04,ENTER,286.0,256.0,2020-03-05,59999.0,7597797.029913759,301.5386047363281,normal,1.0,0.1811766762162008,0.22109695213377967,,,,
2020-02-04,ROLL,,,,,,,normal,,,,2020-02-09,26256.128753628753,,
2020-03-02,ENTER,269.0,241.0,2020-04-01,74349.0,40516904.32786604,283.2387390136719,normal,1.0,0.3762016162511641,0.4587962368851188,,,,
2020-03-02,ROLL,,,,,,,normal,,,,2020-03-05,24908270.970118023,,
2020-03-26,MONETIZE,269.0,241.0,,74349.0,,240.76161193847656,crisis,,,,,49545249.421990946,40516904.32786604,9028345.094124906
2020-05-28,ENTER,265.0,237.0,2020-06-27,78191.0,34355402.965048276,279.26324462890625,normal,1.0,0.3224054624148936,0.3940690367617582,,,,
2020-06-22,ENTER,273.0,244.0,2020-07-22,79319.0,42250328.82800454,287.5745544433594,normal,1.0,0.3579533575067141,0.43804824064567166,,,,
2020-06-22,ROLL,,,,,,,normal,,,,2020-06-27,1044548.6635467823,,
2020-07-17,ENTER,283.0,253.0,2020-08-16,74807.0,30039400.446112614,297.8509826660156,normal,1.0,0.2888103468959807,0.35347356213822506,,,,
2020-07-17,ROLL,,,,,,,normal,,,,2020-07-22,191700.11928106286,,
2020-08-11,ENTER,293.0,262.0,2020-09-10,72728.0,27280678.1982089,308.10894775390625,normal,1.0,0.2697593369322701,0.3302030615060244,,,,
2020-08-11,ROLL,,,,,,,normal,,,,2020-08-16,124110.93059666858,,
2020-09-08,ENTER,293.0,262.0,2020-10-08,69571.0,39392123.56027707,308.488525390625,normal,1.0,0.3540883382729217,0.43312369841009657,,,,
2020-09-08,ROLL,,,,,,,normal,,,,2020-09-10,450128.8679214647,,
2020-10-05,ENTER,300.0,268.0,2020-11-04,73736.0,36016236.7550329,315.8117370605469,normal,1.0,0.3145968665468728,0.385423864030571,,,,
2020-10-05,ROLL,,,,,,,normal,,,,2020-10-08,106071.0254198033,,
2020-10-30,ENTER,288.0,258.0,2020-11-29,68483.0,48254658.686531916,303.52362060546875,normal,1.0,0.4288128488989256,0.5227594288075509,,,,
2020-10-30,ROLL,,,,,,,normal,,,,2020-11-04,23313414.30467313,,
2020-11-24,ENTER,321.0,287.0,2020-12-24,64433.0,21629386.672034603,337.6181640625,normal,1.0,0.24302892493117928,0.2975105941711218,,,,
2020-11-24,ROLL,,,,,,,normal,,,,2020-11-29,28.397845816218386,,
2020-12-21,ENTER,326.0,292.0,2021-01-20,64946.0,28522359.882692665,343.3885803222656,normal,1.0,0.2834514273891662,0.3457307258161256,,,,
2020-12-21,ROLL,,,,,,,normal,,,,2020-12-24,85401.87814642384,,
2021-01-15,ENTER,333.0,298.0,2021-02-14,61431.0,26098301.07489678,350.70703125,normal,1.0,0.2741229276591971,0.33485024813621894,,,,
2021-01-15,ROLL,,,,,,,normal,,,,2021-01-20,325393.31275165436,,
2021-02-09,ENTER,346.0,310.0,2021-03-11,60121.0,21231561.135029294,364.2891540527344,normal,1.0,0.24344836964821215,0.2968866865130396,,,,
2021-02-09,ROLL,,,,,,,normal,,,,2021-02-14,28607.01501115215,,
2021-03-08,ENTER,339.0,303.0,2021-04-07,54985.0,26611453.69399494,356.32659912109375,normal,1.0,0.28566229915550867,0.34999373386119703,,,,
2021-03-08,ROLL,,,,,,,normal,,,,2021-03-11,2569508.162115423,,
2021-04-05,ENTER,362.0,323.0,2021-05-05,60550.0,15238484.648117455,380.5698547363281,normal,1.0,0.2009478649994708,0.24683234858162045,,,,
2021-04-05,ROLL,,,,,,,normal,,,,2021-04-07,1.4638953139340469e-05,,
2021-04-30,ENTER,371.0,332.0,2021-05-30,65703.0,17652057.87156229,390.8155822753906,bull,1.0,0.20968957984952066,0.25611749688186186,,,,
2021-04-30,ROLL,,,,,,,bull,,,,2021-05-05,21688.612377908285,,
2021-05-25,ENTER,372.0,333.0,2021-06-24,65886.0,18464894.33641574,391.69586181640625,bull,1.0,0.21208348811062028,0.25897957459440596,,,,
2021-05-25,ROLL,,,,,,,bull,,,,2021-05-30,284425.84241879504,,
2021-06-21,ENTER,376.0,336.0,2021-07-21,68495.0,17658801.712493394,395.43902587890625,bull,1.0,0.20088588173934632,0.24612674311151111,,,,
2021-06-21,ROLL,,,,,,,bull,,,,2021-06-24,5582.372942521442,,
2021-07-16,ENTER,385.0,344.0,2021-08-15,67098.0,18656900.078111943,405.2860412597656,bull,1.0,0.20758724963977296,0.2542487401841559,,,,
2021-07-16,ROLL,,,,,,,bull,,,,2021-07-21,27682.020408933568,,
2021-08-10,ENTER,395.0,354.0,2021-09-09,68930.0,15298975.376748797,415.9410095214844,bull,1.0,0.18903281690820245,0.23040827468173522,,,,
2021-08-10,ROLL,,,,,,,bull,,,,2021-08-15,6497.984073896707,,
2021-09-07,ENTER,403.0,361.0,2021-10-07,67246.0,18779297.637291797,424.19073486328125,bull,1.0,0.204054892147033,0.24895686145871493,,,,
2021-09-07,ROLL,,,,,,,bull,,,,2021-09-09,23.042479740988373,,
2021-10-04,ENTER,384.0,343.0,2021-11-03,66411.0,29773349.409310497,404.03948974609375,bull,1.0,0.25806907283038927,0.316315861112088,,,,
2021-10-04,ROLL,,,,,,,bull,,,,2021-10-07,16618818.077400243,,
2021-10-29,ENTER,411.0,368.0,2021-11-28,65288.0,13725684.14726029,432.8926086425781,bull,1.0,0.1831579164616201,0.22353628613708845,,,,
2021-10-29,ROLL,,,,,,,bull,,,,2021-11-03,4.941691767043719,,
2021-11-23,ENTER,419.0,375.0,2021-12-23,70061.0,23463696.84662346,441.3195495605469,bull,1.0,0.21830340493379533,0.26660853355072517,,,,
2021-11-23,ROLL,,,,,,,bull,,,,2021-11-28,72821.05659840726,,
2021-12-20,ENTER,409.0,366.0,2022-01-19,70227.0,33131951.272793148,430.37445068359375,bull,1.0,0.25709580657582837,0.3142210671633239,,,,
2021-12-20,ROLL,,,,,,,bull,,,,2021-12-23,3092737.767232679,,
2022-01-14,ENTER,418.0,374.0,2022-02-13,61169.0,20702009.797775377,439.58770751953125,bull,1.0,0.21546004306128963,0.263480040496103,,,,
2022-01-14,ROLL,,,,,,,bull,,,,2022-01-19,64145.39847097246,,
2022-02-08,ENTER,405.0,363.0,2022-03-10,57625.0,23225381.95623482,426.55291748046875,bull,1.0,0.24148304252765423,0.2942596178335881,,,,
2022-02-08,ROLL,,,,,,,bull,,,,2022-02-13,7444639.2648710115,,
2022-03-07,ENTER,377.0,337.0,2022-04-06,57035.0,50861140.48378235,396.7469787597656,normal,1.0,0.40985501260699947,0.5017271626436978,,,,
2022-03-07,ROLL,,,,,,,normal,,,,2022-03-10,49547741.96118125,,
2022-04-01,ENTER,408.0,365.0,2022-05-01,57582.0,19324977.280381724,429.75677490234375,normal,1.0,0.22114462854812797,0.27024739744367754,,,,
2022-04-01,ROLL,,,,,,,normal,,,,2022-04-06,80.57827440138662,,
2022-04-26,ENTER,375.0,336.0,2022-05-26,59651.0,46909999.887676336,394.81982421875,normal,1.0,0.37726732719751144,0.46004432683523,,,,
2022-04-26,ROLL,,,,,,,normal,,,,2022-05-01,70018319.16529611,,
2022-05-23,ENTER,358.0,320.0,2022-06-22,57771.0,34898846.407558195,376.6206970214844,normal,1.0,0.3200024068279865,0.3918412557992458,,,,
2022-05-23,ROLL,,,,,,,normal,,,,2022-05-26,15970845.910323787,,
2022-06-17,ENTER,331.0,296.0,2022-07-17,61528.0,38572593.676833585,348.6487731933594,normal,1.0,0.3506953254664033,0.42882194957702263,,,,
2022-06-17,ROLL,,,,,,,normal,,,,2022-06-22,53210885.708764985,,
2022-07-12,ENTER,345.0,308.0,2022-08-11,56905.0,31118063.560438015,362.9145812988281,normal,1.0,0.3065778076026532,0.37613482877456544,,,,
2022-07-12,ROLL,,,,,,,normal,,,,2022-07-17,215036.6310226975,,
2022-08-08,ENTER,374.0,335.0,2022-09-07,55527.0,19681870.450327918,393.5616149902344,normal,1.0,0.23935500280738667,0.2920983347330731,,,,
2022-08-08,ROLL,,,,,,,normal,,,,2022-08-11,0.7221805897212022,,
2022-09-02,ENTER,355.0,318.0,2022-10-02,55114.0,25975005.373976257,373.78778076171875,bull,1.0,0.2867051032340728,0.34973485053304004,,,,
2022-09-02,ROLL,,,,,,,bull,,,,2022-09-07,21240797.16343535,,
2022-09-27,ENTER,330.0,296.0,2022-10-27,49840.0,31838512.43132544,347.7078857421875,bull,1.0,0.36750587746370533,0.4471992057983663,,,,
2022-09-27,ROLL,,,,,,,bull,,,,2022-10-02,43880005.47067572,,
2022-10-24,ENTER,344.0,308.0,2022-11-23,52003.0,30499312.6209429,362.52984619140625,bull,1.0,0.3366428481957534,0.4107470864097207,,,,
2022-10-24,ROLL,,,,,,,bull,,,,2022-10-27,31725.535071831193,,
2022-11-18,ENTER,360.0,322.0,2022-12-18,55493.0,22319628.442371793,378.94976806640625,normal,1.0,0.2601034865389294,0.3180636771714324,,,,
2022-11-18,ROLL,,,,,,,normal,,,,2022-11-23,27479.27915633618,,
2022-12-13,ENTER,365.0,327.0,2023-01-12,51605.0,18631700.824210756,384.63360595703125,normal,1.0,0.2542765435774652,0.309972407493484,,,,
2022-12-13,ROLL,,,,,,,normal,,,,2022-12-18,277579.7017616882,,
2023-01-09,ENTER,354.0,317.0,2023-02-08,48835.0,16362545.542981705,372.8363952636719,normal,1.0,0.2474490916435308,0.30195624621975514,,,,
2023-01-09,ROLL,,,,,,,normal,,,,2023-01-12,2685106.342545101,,
2023-02-03,ENTER,377.0,337.0,2023-03-05,51037.0,12387986.65737146,396.3778076171875,normal,1.0,0.20570253245653594,0.2519462953078013,,,,
2023-02-03,ROLL,,,,,,,normal,,,,2023-02-08,133.97121072109962,,
2023-02-28,ENTER,362.0,324.0,2023-03-30,43963.0,13467519.057599057,380.9110107421875,normal,1.0,0.2326922642262681,0.28431849343652027,,,,
2023-02-28,ROLL,,,,,,,normal,,,,2023-03-05,8948874.872153519,,
2023-03-27,ENTER,363.0,325.0,2023-04-26,45376.0,13315139.31900137,382.5866394042969,normal,1.0,0.23236558598900345,0.2835173993217104,,,,
2023-03-27,ROLL,,,,,,,normal,,,,2023-03-30,39774.465443669855,,
2023-04-21,ENTER,378.0,338.0,2023-05-21,43740.0,8185199.361119033,397.7458190917969,normal,1.0,0.18851338458779393,0.23067599108873937,,,,
2023-04-21,ROLL,,,,,,,normal,,,,2023-04-26,490.24011088467716,,
2023-05-04,MONETIZE,378.0,338.0,,43740.0,,390.9237365722656,bear,,,,,6538359.688935774,8185199.361119033,-1646839.6721832585
2023-07-06,ENTER,405.0,362.0,2023-08-05,39128.0,6283894.346915408,425.8188171386719,bull,1.0,0.17327199410412206,0.21225101539301,,,,
2023-07-31,ENTER,421.0,382.0,2023-08-30,44912.0,4628801.164892912,443.3780517578125,bull,1.0,0.1534982167445061,0.18347094763091015,,,,
2023-07-31,ROLL,,,,,,,bull,,,,2023-08-05,7.144577708782215,,
2023-08-25,ENTER,405.0,362.0,2023-09-24,44126.0,7266472.97478514,426.1190490722656,bull,1.0,0.17622798522127125,0.21578501508491296,,,,
2023-08-25,ROLL,,,,,,,bull,,,,2023-08-30,4663128.93087913,,
2023-09-19,ENTER,409.0,368.0,2023-10-19,44180.0,5220324.992522938,430.28515625,bull,1.0,0.15854970127535367,0.19216171045638636,,,,
2023-09-19,ROLL,,,,,,,bull,,,,2023-09-24,4971.76454192254,,
2023-10-16,ENTER,403.0,360.0,2023-11-15,41085.0,8969413.449248351,423.80242919921875,bull,1.0,0.19321884033401177,0.23687303012996425,,,,
2023-10-16,ROLL,,,,,,,bull,,,,2023-10-19,165894.04960017407,,
2023-11-10,ENTER,407.0,365.0,2023-12-10,41393.0,4917060.986231627,428.244140625,normal,1.0,0.159273449803923,0.19401648474344962,,,,
2023-11-10,ROLL,,,,,,,normal,,,,2023-11-15,4710.219791977568,,
2023-12-05,ENTER,422.0,387.0,2024-01-04,43762.0,3845396.551377908,443.785400390625,normal,1.0,0.14427012774077408,0.16960613721085305,,,,
2023-12-05,ROLL,,,,,,,normal,,,,2023-12-10,4.1921789798183315,,
2024-01-02,ENTER,438.0,400.0,2024-02-01,45591.0,4346124.603997196,461.2474365234375,normal,1.0,0.1486324025992337,0.17581954517355275,,,,
2024-01-02,ROLL,,,,,,,normal,,,,2024-01-04,6.605030421113103e-08,,
2024-01-29,ENTER,455.0,412.0,2024-02-28,43716.0,4742813.5824130075,479.4182434082031,bull,1.0,0.1533172484248291,0.18381254269261874,,,,
2024-01-29,ROLL,,,,,,,bull,,,,2024-02-01,0.0030323423989670386,,
2024-02-23,ENTER,471.0,425.0,2024-03-24,41334.0,5102042.010862297,495.5982666015625,bull,1.0,0.1545614885974629,0.18646737293826274,,,,
2024-02-23,ROLL,,,,,,,bull,,,,2024-02-28,32.07290417997889,,
2024-03-19,ENTER,480.0,432.0,2024-04-18,41421.0,5405787.372587788,504.8323059082031,bull,1.0,0.15519491080731604,0.1880454186584692,,,,
2024-03-19,ROLL,,,,,,,bull,,,,2024-03-24,826.8191330695606,,
2024-04-15,ENTER,469.0,420.0,2024-05-15,46417.0,15250247.683201384,493.8098449707031,bull,1.0,0.21645369103458223,0.26415778134213186,,,,
2024-04-15,ROLL,,,,,,,bull,,,,2024-04-18,864352.8287574984,,
2024-05-10,ENTER,484.0,445.0,2024-06-09,49088.0,4184686.910592707,509.8541564941406,bull,1.0,0.14140992755961124,0.16540943806690103,,,,
2024-05-10,ROLL,,,,,,,bull,,,,2024-05-15,6.050235104037032,,
2024-06-04,ENTER,491.0,447.0,2024-07-04,47814.0,4984984.595060092,517.2449951171875,bull,1.0,0.14829337444021432,0.1762801184109785,,,,
2024-06-04,ROLL,,,,,,,bull,,,,2024-06-09,790.6264463849827,,
2024-07-01,ENTER,509.0,470.0,2024-07-31,43914.0,3727278.078441387,535.5595703125,bull,1.0,0.13735041610242693,0.1595972415179469,,,,
2024-07-01,ROLL,,,,,,,bull,,,,2024-07-04,0.00014601637668729822,,
2024-07-26,ENTER,508.0,454.0,2024-08-25,36647.0,8560264.656587299,534.6757202148438,bull,1.0,0.18434294983468494,0.22572598045547737,,,,
2024-07-26,ROLL,,,,,,,bull,,,,2024-07-31,146766.8935797341,,
2024-08-20,ENTER,521.0,466.0,2024-09-19,36240.0,7748908.907051158,548.679931640625,bull,1.0,0.17882799071604952,0.21862350075619547,,,,
2024-08-20,ROLL,,,,,,,bull,,,,2024-08-25,1942.3602200439632,,
2024-09-16,ENTER,525.0,470.0,2024-10-16,34306.0,9323924.566608358,552.7456665039062,bull,1.0,0.19290901403725927,0.2355461627096859,,,,
2024-09-16,ROLL,,,,,,,bull,,,,2024-09-19,3135.4342635570047,,
2024-10-11,ENTER,542.0,485.0,2024-11-10,35154.0,15349162.96181391,570.9313354492188,bull,1.0,0.23051965379504566,0.2815862181994836,,,,
2024-10-11,ROLL,,,,,,,bull,,,,2024-10-16,21987.34657556638,,
2024-11-05,ENTER,540.0,483.0,2024-12-05,34967.0,15694091.043422371,568.0942993164062,bull,1.0,0.23023264829483583,0.2816294790181231,,,,
2024-11-05,ROLL,,,,,,,bull,,,,2024-11-10,667673.9322389582,,
2024-11-21,MONETIZE,540.0,483.0,,34967.0,,584.81103515625,bear,,,,,362471.58405804134,15694091.043422371,-15331619.45936433
2025-01-23,ENTER,573.0,512.0,2025-02-22,34956.0,7194350.470880666,602.6726684570312,normal,1.0,0.16868786956461623,0.2066943982450418,,,,
2025-02-18,ENTER,574.0,514.0,2025-03-20,37242.0,7925878.178893728,604.392578125,normal,1.0,0.1727972421967992,0.21089335067986276,,,,
2025-02-18,ROLL,,,,,,,normal,,,,2025-02-22,13919.302594682094,,
2025-03-17,ENTER,533.0,476.0,2025-04-16,37457.0,16769179.805591898,560.5671997070312,normal,1.0,0.23031567993622343,0.2824534973851062,,,,
2025-03-17,ROLL,,,,,,,normal,,,,2025-03-20,44122342.726387076,,
2025-03-27,MONETIZE,533.0,476.0,,37457.0,,562.1840209960938,crisis,,,,,4247379.875730137,16769179.805591898,-12521799.929861762
2025-05-29,ENTER,556.0,497.0,2025-06-28,37059.0,14636936.614862878,584.9557495117188,normal,1.0,0.21553561403322719,0.26389910216673,,,,
2025-06-23,ENTER,567.0,507.0,2025-07-23,38352.0,16612626.861936716,596.7274780273438,normal,1.0,0.2229970304917193,0.27284390528939045,,,,
2025-06-23,ROLL,,,,,,,normal,,,,2025-06-28,67216.38187989274,,
2025-07-18,ENTER,593.0,530.0,2025-08-17,37385.0,10297404.004074518,624.0010375976562,normal,1.0,0.1844816561795997,0.22590105807543265,,,,
2025-07-18,ROLL,,,,,,,normal,,,,2025-07-23,224.16047323695426,,
2025-08-12,ENTER,607.0,543.0,2025-09-11,34612.0,6857973.490215252,639.02490234375,bull,1.0,0.1657549411973029,0.2026361318694314,,,,
2025-08-12,ROLL,,,,,,,bull,,,,2025-08-17,1023.8976074848027,,
2025-09-08,ENTER,613.0,548.0,2025-10-08,34540.0,7596309.1334291585,645.1298217773438,bull,1.0,0.16991332605630274,0.2079734941236454,,,,
2025-09-08,ROLL,,,,,,,bull,,,,2025-09-11,327.60084792553414,,
2025-10-03,ENTER,634.0,567.0,2025-11-02,33530.0,10254347.319033695,667.2384033203125,bull,1.0,0.18723544096223074,0.22903271944958728,,,,
2025-10-03,ROLL,,,,,,,bull,,,,2025-10-08,1464.0284543023633,,
2025-10-28,ENTER,651.0,582.0,2025-11-27,30633.0,9276772.96124977,685.0357666015625,bull,1.0,0.18459555225972113,0.22594302857051857,,,,
2025-10-28,ROLL,,,,,,,bull,,,,2025-11-02,3427.498608939549,,
2025-11-24,ENTER,633.0,567.0,2025-12-24,29995.0,15391769.123688767,666.759765625,bull,1.0,0.23117451750545379,0.28195442730335923,,,,
2025-11-24,ROLL,,,,,,,bull,,,,2025-11-27,1790440.0177584267,,
2025-12-19,ENTER,647.0,579.0,2026-01-18,30893.0,6977856.124099443,680.5900268554688,normal,1.0,0.1674968040225208,0.20473948866442096,,,,
2025-12-19,ROLL,,,,,,,normal,,,,2025-12-24,1558.8636794213623,,
2026-01-13,ENTER,659.0,590.0,2026-02-12,30986.0,8631138.987673132,693.77001953125,normal,1.0,0.1798219364312993,0.21955484277536771,,,,
2026-01-13,ROLL,,,,,,,normal,,,,2026-01-18,6648.257249923161,,
2026-02-09,ENTER,659.0,590.0,2026-03-11,33614.0,11826251.847935721,693.9500122070312,normal,1.0,0.195457928957217,0.23861089462633847,,,,
2026-02-09,ROLL,,,,,,,normal,,,,2026-02-12,15229.668953717592,,
